name	taxRank	genomeSize	numReads	numUniqueReads	abundance
Phenylobacterium zucineum HLK1	leaf	4379231	30	30	0
Pseudomonas mendocina NK-01	leaf	5434353	30	0	0
Pseudomonas pseudoalcaligenes CECT 5344	leaf	4686340	30	0	0
Pseudomonas mendocina S5.2	leaf	5372474	30	0	0
Human immunodeficiency virus 1	species	9181	29	25	0.421925
Hirschia baltica ATCC 49814	leaf	3540114	29	0	0
Rickettsiales bacterium Ac37b	species	1917564	29	0	0
Pseudomonas stutzeri	species	4548207	28	6	0
Variovorax paradoxus	species	6817856	28	0	0
Sphingomonas sanxanigenens DSM 19645 = NX02	leaf	6580298	28	23	0
Variovorax sp. PAMC 28711	species	4316152	28	0	0
Conexibacter woesei DSM 14684	leaf	6359369	26	4	0
Methanobacterium formicicum	species	7422571	24	0	0
Acinetobacter johnsonii XBB1	leaf	4081329	24	20	0
Stenotrophomonas rhizophila	species	4198652	23	0	0
Acidimicrobium ferrooxidans DSM 10331	leaf	2158157	23	1	0
Methylophilus sp. TWE2	species	3079044	23	23	0
Stenotrophomonas sp. LM091	species	4317450	23	0	0
Pseudomonas balearica DSM 6083	leaf	4383480	22	3	0
Comamonadaceae	family	5402391	21	1	0
Blastomonas sp. RAC04	species	4403499	21	21	0
Acidovorax	genus	4877171	20	0	0
Lactobacillus gasseri ATCC 33323 = JCM 1131	leaf	1894360	20	16	0
Rhodococcus sp. WMMA185	species	4444448	20	10	0
Delftia	genus	6767514	19	0	0
Rhodobacter capsulatus SB 1003	leaf	3871920	19	0	0
Microcystis aeruginosa NIES-843	leaf	5842795	19	0	0
Microcystis aeruginosa NIES-2549	leaf	4294213	19	0	0
Microcystis aeruginosa NIES-2481	leaf	4293006	19	0	0
Streptococcus salivarius JIM8777	leaf	2210574	18	0	0
Micavibrio aeruginosavorus EPB	leaf	2458610	18	1	0
Brevundimonas naejangsanensis	species	2971535	18	1	0
Limnohabitans	genus	0	18	0	0
Streptococcus salivarius CCHSS3	leaf	2217184	18	0	0
Sphingomonas	genus	5564099	17	1	0
Micavibrio aeruginosavorus ARL-13	leaf	2481983	17	0	0
Propionibacterium acnes subsp. defendens ATCC 11828	leaf	2488626	17	0	0
Brevundimonas sp. DS20	species	3475610	17	0	0
Zymomonas mobilis	species	2426073	16	0	0
Rhodococcus opacus	species	9001985	16	0	0
Roseateles	genus	0	16	0	0
Rhodococcus jostii RHA1	leaf	9702737	16	0	0
Pseudomonas stutzeri DSM 10701	leaf	4174118	16	16	0
Xanthomonas	genus	12262561	15	5	0
Corynebacterium pseudotuberculosis	species	2333432	15	0	0
Mitsuaria	genus	0	15	0	0
Corynebacterium ulcerans	species	2534616	15	0	0
Corynebacterium singulare	species	2830519	15	15	0
Corynebacterium doosanense CAU 212 = DSM 45436	leaf	2698995	15	15	0
Alteromonas australica	species	8766305	15	1	0
Mesorhizobium amorphae CCNWGS0123	leaf	7343952	15	6	0
Prevotella fusca JCM 17724	leaf	3261806	15	0	0
Rhizobium gallicum bv. gallicum R602	leaf	7311190	15	1	0
Desulfotomaculum	genus	3911985	14	0	0
Eubacterium	genus	3574048	14	0	0
Stenotrophomonas maltophilia	species	4684682	14	5	0
Lachnospiraceae	family	4113116	14	0	0
Mesorhizobium loti MAFF303099	leaf	7596297	14	0	0
Corynebacterium maris DSM 45190	leaf	2833547	14	14	0
Intrasporangium calvum DSM 43043	leaf	4024382	13	0	0
Arsenicicoccus sp. oral taxon 190	species	3525271	13	0	0
Archangium gephyra	species	12489432	12	11	0
Nocardia seriolae	species	8304518	12	0	0
Methylobacterium aquaticum	species	7557960	12	0	0
Corynebacterium urealyticum DSM 7109	leaf	2369219	11	0	0
Corynebacterium urealyticum DSM 7111	leaf	2316065	11	0	0
Stenotrophomonas sp. KCTC 12332	species	4541594	11	4	0
Acinetobacter baumannii	species	3994952	10	3	0
Streptomyces albus	species	6841649	10	0	0
Gordonia	genus	5567155	10	0	0
Tsukamurella paurometabola	species	4479724	10	0	0
Aerococcus urinaeequi	species	4067667	10	0	0
Cyanobium gracile PCC 6307	leaf	3342364	10	4	0
Mesorhizobium opportunistum WSM2075	leaf	6884444	10	1	0
Treponema brennaborense DSM 12168	leaf	3055580	10	10	0
Rhodococcus sp. p52	species	5413283	10	0	0
Rhodococcus pyridinivorans SB3094	leaf	5590512	10	0	0
Cutibacterium avidum	species	2526138	9	1	0
Ralstonia pickettii 12D	leaf	5685358	9	9	0
Mesorhizobium loti NZP2037	leaf	7481739	9	0	0
Janthinobacterium sp. 1_2014MBL_MicDiv	species	6453540	9	1	0
Massilia sp. WG5	species	6267305	9	1	0
Streptococcus pneumoniae	species	2114821	8	0	0
Streptococcus mitis	species	2146611	8	0	0
Sphingomonas melonis TY	leaf	4196755	8	0	0
Streptococcus sp. oral taxon 431	species	2177905	8	0	0
Streptococcus pseudopneumoniae IS7493	leaf	2195458	8	0	0
Sphingomonas sp. NIC1	species	3660563	8	0	0
Cutibacterium avidum 44067	leaf	2526138	8	0	0
Limnohabitans sp. 63ED37-2	species	3372992	8	0	0
Hydrogenophaga sp. RAC07	species	4674684	8	1	0
Polaromonas naphthalenivorans CJ2	leaf	5366143	7	0	0
Pseudomonas aeruginosa	species	6506218	6	2	0
Lysobacter antibioticus	species	11681564	6	0	0
Acidiphilium cryptum JF-5	leaf	3963080	6	0	0
Devriesea agamarum	species	2958880	6	6	0
Streptomyces cattleya NRRL 8057 = DSM 46488	leaf	16188068	6	0	0
Clostridium pasteurianum DSM 525 = ATCC 6013	leaf	13056846	6	0	0
Pseudomonas fluorescens	species	6526868	5	4	0
Acinetobacter	genus	4000822	5	0	0
Escherichia coli	species	7253110	5	5	0
Bacteroides	genus	5275069	5	5	0
Aerococcus viridans	species	2199877	5	0	0
Shamonda virus	species	12104	5	3	0
Lysobacter gummosus	species	6056618	5	0	0
Streptomyces hygroscopicus subsp. limoneus	subspecies	10537932	5	1	0
Choristoneura occidentalis granulovirus	species	104710	5	1	0
Halomonas chromatireducens	species	3973651	5	0	0
Sphingomonas sp. MM-1	species	4633613	5	0	0
Acidiphilium multivorum AIU301	leaf	4214744	5	0	0
Hyphomicrobium nitrativorans NL23	leaf	3653837	5	0	0
Streptomyces hygroscopicus subsp. jinggangensis 5008	leaf	10383684	5	0	0
Halomonas huangheensis	species	4757486	5	0	0
Paraburkholderia caribensis MBA4	leaf	9482704	5	5	0
Flavisolibacter sp. LCS9	species	5940863	5	5	0
Sphingomonas taxi	species	4061902	5	1	0
Acinetobacter sp. NCu2D-2	species	3048277	5	1	0
Streptomyces sp. RTd22	species	11142275	5	5	0
Rhodobacter sp. LPB0142	species	3780829	5	5	0
Bradyrhizobium	genus	11894480	4	0	0
Rhodopseudomonas palustris	species	5408501	4	0	0
Staphylococcus haemolyticus	species	2697861	4	0	0
Bacillus coagulans	species	3330766	4	0	0
Lactobacillus johnsonii	species	1907846	4	0	0
Oxalobacteraceae	family	5445304	4	0	0
Flavobacterium psychrophilum	species	2803807	4	0	0
Staphylococcus haemolyticus JCSC1435	leaf	2697861	4	0	0
Sideroxydans	genus	3003656	4	0	0
Stigmatella aurantiaca DW4/3-1	leaf	10260756	4	3	0
Pseudomonas mendocina ymp	leaf	5072807	4	4	0
Actinosynnema mirum DSM 43827	leaf	8248144	4	1	0
Campylobacter ureolyticus RIGS 9880	leaf	1641887	4	4	0
Tistrella mobilis KA081020-065	leaf	6512983	4	0	0
Stenotrophomonas maltophilia D457	leaf	4769156	4	0	0
Streptomyces hygroscopicus subsp. jinggangensis TL01	leaf	10077952	4	0	0
Streptomyces collinus Tu 365	leaf	8377286	4	2	0
Acinetobacter sp. TGL-Y2	species	3691287	4	0	0
Acinetobacter sp. TTH0-4	species	2962453	4	0	0
Acidovorax sp. RAC01	species	4574859	4	0	0
Beijerinckia indica	species	4418616	3	0	0
Bdellovibrio bacteriovorus	species	3592845	3	0	0
Streptomyces lincolnensis	species	10319054	3	2	0
Methanotorris igneus	species	1854197	3	0	0
Thermofilum	genus	1783791	3	0	0
Primates	order	0	3	0	0
Staphylococcus lugdunensis	species	2627127	3	0	0
Yersinia ruckeri	species	7304941	3	1	0
Amycolatopsis orientalis	species	8982090	3	2	0
Raoultella ornithinolytica	species	5398151	3	0	0
Streptomyces venezuelae	species	18089227	3	3	0
Azoarcus sp. BH72	species	4376040	3	2	0
Methanocaldococcus	genus	1584277	3	0	0
Nocardioides sp. JS614	species	5293685	3	2	0
Bdellovibrio bacteriovorus HD100	leaf	3782950	3	0	0
Staphylococcus pseudintermedius	species	2594798	3	0	0
Nitrosopumilus	genus	0	3	0	0
Streptomyces vietnamensis	species	9153777	3	1	0
Stenotrophomonas maltophilia R551-3	leaf	4573969	3	3	0
Streptomyces lividans TK24	leaf	8345283	3	2	0
Streptosporangium roseum DSM 43021	leaf	10369518	3	3	0
Desulfohalobium retbaense DSM 5692	leaf	2909567	3	3	0
Geodermatophilus obscurus DSM 43160	leaf	5322497	3	2	0
Variovorax paradoxus S110	leaf	6754997	3	0	0
Zymomonas mobilis subsp. pomaceae ATCC 29192	leaf	2061413	3	2	0
Brevundimonas subvibrioides ATCC 15264	leaf	3445263	3	3	0
Micromonospora aurantiaca ATCC 27029	leaf	7025559	3	1	0
Streptomyces violaceusniger Tu 4113	leaf	11138313	3	2	0
Streptomyces scabiei 87.22	leaf	10148695	3	2	0
Achromobacter xylosoxidans A8	leaf	7359146	3	2	0
Microlunatus phosphovorus NM-1	leaf	5683123	3	3	0
Phycisphaera mikurensis NBRC 102666	leaf	3884382	3	3	0
Streptomyces globisporus C-1027	leaf	7783599	3	1	0
Variovorax paradoxus B4	leaf	7148516	3	0	0
Actinoplanes friuliensis DSM 7358	leaf	9376071	3	3	0
Myxococcus fulvus 124B02	leaf	11048835	3	3	0
Corynebacterium glyciniphilum AJ 3170	leaf	3568218	3	2	0
Nocardia nova SH22a	leaf	8348532	3	1	0
Streptomyces albulus ZPM	leaf	9784577	3	1	0
Bosea vaviloviae	species	6713548	3	0	0
Streptomyces sp. CCM_MD2014	species	8274043	3	3	0
Planctomyces sp. SH-PL62	species	6784659	3	2	0
Streptomyces sp. CFMR 7	species	8307279	3	3	0
Massilia sp. NR 4-1	species	6361416	3	0	0
Pseudonocardia sp. HH130630-07	species	6680451	3	3	0
Caulobacter	genus	4238499	2	0	0
Azospirillum brasilense	species	13978806	2	0	0
Francisella	genus	2722320	2	0	0
Pseudomonas	genus	6119631	2	2	0
Pseudomonas mendocina	species	5293211	2	0	0
Bordetella bronchiseptica	species	5231793	2	0	0
[Enterobacter] aerogenes	species	5435727	2	0	0
Rhodobacter sphaeroides	species	4585882	2	0	0
Gammaproteobacteria	class	5425953	2	0	0
Piscirickettsia salmonis	species	3450064	2	1	0
Streptococcus suis	species	2106595	2	0	0
Streptococcus iniae	species	4185606	2	0	0
Bacillus cereus	species	6217228	2	0	0
Lysinibacillus sphaericus	species	14371778	2	0	0
Clostridioides difficile	species	5577074	2	0	0
Clostridium pasteurianum	species	8095941	2	0	0
Lactobacillus delbrueckii subsp. bulgaricus	subspecies	1875071	2	0	0
Acidipropionibacterium acidipropionici	species	3656170	2	1	0
Propionibacterium freudenreichii subsp. shermanii	subspecies	2675045	2	0	0
Mycobacterium tuberculosis	species	4956632	2	0	0
Streptomyces	genus	9480870	2	2	0
Streptomyces glaucescens	species	7623774	2	0	0
Desulfurococcus	genus	1354659	2	0	0
Pyrodictiaceae	family	1755215	2	0	0
Clavibacter michiganensis subsp. insidiosus	subspecies	3408062	2	1	0
Haloferax gibbonsii	species	3918454	2	2	0
Rhodovulum sulfidophilum	species	4347929	2	0	0
Xanthomonas fragariae	species	8565300	2	0	0
Lactobacillus lindneri	species	2842174	2	0	0
Burkholderia thailandensis	species	6739614	2	0	0
Propionibacterium freudenreichii subsp. freudenreichii	subspecies	2649166	2	0	0
Streptomyces albulus	species	9784577	2	0	0
Kocuria palustris	species	2854447	2	2	0
Mannheimia haemolytica	species	2625450	2	0	0
Roseateles depolymerans	species	5681722	2	2	0
Burkholderiales	order	6491917	2	0	0
Frankia casuarinae	species	5433628	2	1	0
Paraburkholderia fungorum	species	9058983	2	2	0
Actinoplanes sp. SE50/110	species	9239851	2	1	0
Corynebacterium testudinoris	species	2721226	2	2	0
Rathayibacter toxicus	species	4674320	2	0	0
Novosphingobium resinovorum	species	6918128	2	0	0
Pseudomonas putida KT2440	leaf	6181873	2	1	0
Thermoprotei	class	2069204	2	0	0
Mycobacterium sp. JS623	species	7221766	2	1	0
Streptomyces avermitilis MA-4680 = NBRC 14893	leaf	9119895	2	2	0
Gloeobacter violaceus PCC 7421	leaf	4659019	2	0	0
Rhodopseudomonas palustris CGA009	leaf	5467640	2	1	0
Verrucosispora maris AB-18-032	leaf	6732271	2	0	0
Clostridioides difficile 630	leaf	8572939	2	0	0
Anaeromyxobacter dehalogenans 2CP-C	leaf	5013479	2	2	0
Frankia sp. EAN1pec	species	8982042	2	2	0
Frankia inefficax	species	8815781	2	2	0
Rhodopseudomonas palustris HaA2	leaf	5331656	2	2	0
Synechococcus sp. JA-2-3B'a(2-13)	species	3046682	2	2	0
Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	leaf	1856951	2	0	0
Lactobacillus delbrueckii subsp. bulgaricus 2038	leaf	1872918	2	0	0
Kocuria rhizophila DC2201	leaf	2697540	2	1	0
Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002	leaf	1864998	2	0	0
Shewanella woodyi ATCC 51908	leaf	5935403	2	0	0
Pseudoxanthomonas spadix	species	3452554	2	0	0
Methylobacterium sp. 4-46	species	7737025	2	0	0
Geobacter sp. M18	species	5277406	2	2	0
Clavibacter michiganensis subsp. michiganensis NCPPB 382	leaf	3395237	2	2	0
Anaeromyxobacter sp. K	species	5061632	2	0	0
Sorangium cellulosum So ce56	leaf	13033779	2	1	0
Streptomyces albus J1074	leaf	6841649	2	0	0
Mycobacterium liflandii 128FXT	leaf	6399543	2	1	0
Methylobacterium nodulans ORS 2060	leaf	8839022	2	1	0
Sphaerobacter thermophilus DSM 20745	leaf	3993764	2	2	0
Bacillus velezensis	species	4031426	2	0	0
Bacillus thuringiensis serovar kurstaki str. YBT-1520	leaf	13100949	2	0	0
Pseudomonas chlororaphis	species	6702062	2	0	0
Cellulomonas fimi ATCC 484	leaf	4266344	2	0	0
Variovorax paradoxus EPS	leaf	6550056	2	0	0
Micromonospora sp. L5	species	6962533	2	1	0
Actinoplanes sp. N902-109	species	9228054	2	1	0
Methylotenera versatilis 301	leaf	3059871	2	1	0
Archaeoglobus veneficus SNP6	leaf	1901943	2	1	0
Mahella australiensis 50-1 BON	leaf	3135972	2	2	0
Streptomyces bingchenggensis BCW-1	leaf	11936683	2	2	0
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	leaf	2616384	2	0	0
Thioflavicoccus mobilis 8321	leaf	4137521	2	0	0
Pseudopropionibacterium propionicum F0230a	leaf	3449360	2	2	0
Azospirillum lipoferum 4B	leaf	6846400	2	2	0
Peptoniphilus sp. 1-1	species	1601846	2	0	0
Shinella sp. HZN7	species	7354253	2	1	0
Bacillus coagulans 2-6	leaf	3073079	2	0	0
Papio hamadryas papillomavirus type 1	species	8008	2	2	0
Bdellovibrio bacteriovorus str. Tiberius	leaf	3988594	2	1	0
Leptolyngbya sp. O-77	species	5480261	2	2	0
Bacillus coagulans DSM 1 = ATCC 7050	leaf	3366995	2	0	0
Saccharothrix espanaensis DSM 44229	leaf	9360653	2	1	0
Cloacibacillus porcorum	species	3585187	2	1	0
Methanoculleus bourgensis MS2	leaf	2789774	2	2	0
Nocardiopsis alba ATCC BAA-2165	leaf	5848211	2	1	0
Bordetella bronchiseptica MO149	leaf	5091817	2	0	0
Fictibacillus phosphorivorans	species	4230665	2	2	0
Pseudomonas fluorescens NCIMB 11764	leaf	6998154	2	1	0
Corynebacterium marinum DSM 44953	leaf	2729219	2	2	0
Candidatus Pantoea carbekii	species	2348022	2	0	0
Sorangium cellulosum So0157-2	leaf	14782125	2	2	0
Streptomyces sp. 769	species	10338286	2	0	0
Mycobacterium tuberculosis str. Beijing/NITR203	leaf	4411128	2	0	0
Defluviimonas alba	species	4987611	2	1	0
Spiribacter sp. UAH-SP71	species	1926631	2	0	0
Clostridium autoethanogenum DSM 10061	leaf	8704651	2	0	0
Dyella jiangningensis	species	5396991	2	2	0
Hymenobacter sp. DG25A	species	3777136	2	1	0
Vulgatibacter incomptus	species	4350553	2	2	0
Bacillus toyonensis BCT-7112	leaf	5025419	2	0	0
Magnetospirillum gryphiswaldense MSR-1 v2	leaf	4365796	2	2	0
Corynebacterium falsenii DSM 44353	leaf	2719616	2	2	0
Comamonadaceae bacterium B1	species	2623236	2	0	0
Coriobacteriaceae bacterium 68-1-3	species	1967093	2	0	0
Pseudonocardia sp. HH130629-09	species	6300975	2	1	0
Maribacter sp. 1_2014MBL_MicDiv	species	4399611	2	2	0
Limnohabitans sp. 103DPR2	species	2948795	2	0	0.000527716
Chryseobacterium sp. IHB B 10212	species	4871648	2	0	0
Microbacterium sp. No. 7	species	4827965	2	1	0
Devosia sp. A16	species	5032994	2	1	0
Chondromyces crocatus	species	11388132	1	1	0
Leptospira interrogans	species	5395453	1	1	0
Helicobacter pylori	species	1704012	1	1	0
Comamonas testosteroni	species	5695231	1	0	0
Burkholderia cepacia	species	7851492	1	1	0
Pseudomonas putida	species	6146834	1	1	0
Rhizobiales	order	5103979	1	0	0
Agrobacterium	genus	6422834	1	0	0
Bradyrhizobium japonicum	species	9207384	1	0	0
Methylobacterium extorquens	species	6163878	1	0	0
Neisseria meningitidis	species	2222288	1	0	0
Bordetella pertussis	species	4098210	1	0	0
Beijerinckia	genus	4418616	1	0	0
Citrobacter freundii	species	5371331	1	1	0
Pantoea agglomerans	species	9924054	1	1	0
Enterobacter cloacae	species	5160721	1	0	0
Klebsiella pneumoniae	species	8447597	1	1	0
Proteus mirabilis	species	3973324	1	0	0
Serratia marcescens	species	5135686	1	0	0
Edwardsiella tarda	species	3766483	1	1	0
Aeromonas hydrophila	species	4927671	1	1	0
Aeromonas veronii	species	4551783	1	0	0
Vibrio cholerae	species	4424841	1	1	0
Vibrio parahaemolyticus	species	5172800	1	0	0
Vibrio vulnificus	species	5131516	1	1	0
Plesiomonas shigelloides	species	3405979	1	0	0
Rickettsiales	order	1283047	1	0	0
Bacteroides thetaiotaomicron	species	6293399	1	1	0
Desulfovibrio vulgaris str. 'Miyazaki F'	leaf	4040304	1	1	0
Acidaminococcus	genus	2408767	1	0	0
Nitrobacter hamburgensis	species	5011522	1	0	0
Nitrobacter winogradskyi	species	3402093	1	0	0
Flavobacterium johnsoniae	species	6096872	1	1	0
Staphylococcus aureus	species	4189009	1	1	0
Enterococcus faecalis	species	2996992	1	1	0
Bacillus amyloliquefaciens	species	3989737	1	0	0
Paenibacillus polymyxa	species	5942566	1	1	0
Bacillus subtilis	species	5309360	1	0	0
Bacillus thuringiensis	species	6849293	1	0	0
Clostridium	genus	4700784	1	0	0
Clostridium botulinum	species	4204997	1	1	0
Bifidobacterium breve	species	2317134	1	1	0
Brevibacterium linens	species	8072179	1	0	0
Mycobacterium	genus	5770040	1	0	0
Nocardia	genus	7567967	1	0	0
Gordonia terrae	species	5701501	1	1	0
Mycoplasma hyorhinis	species	836229	1	0	0
Desulfurococcaceae	family	1398157	1	0	0
Thermotoga	genus	2865001	1	0	0
Xylella fastidiosa	species	2609554	1	0	0
Suid herpesvirus 1	species	143461	1	1	0
Alteromonas macleodii	species	4602757	1	0	0
Bacteroides ovatus	species	6475296	1	0	0
Alphaproteobacteria	class	3711906	1	0	0
Deltaproteobacteria	class	4979291	1	0	0
Euryarchaeota	phylum	2859762	1	0	0
Bacillus thuringiensis serovar galleriae	leaf	6742233	1	0	0
Nitrosopumilales	order	0	1	0	0
Burkholderia	genus	7695944	1	0	0
Methylophilaceae	family	2915241	1	0	0
Xanthomonadaceae	family	9300097	1	0	0
Cycloclasticus	genus	2655425	1	0	0
Nocardia nova	species	8348532	1	0	0
Streptomyces pristinaespiralis	species	8532592	1	0	0
Mesorhizobium ciceri	species	6785241	1	0	0
Oligotropha carboxidovorans	species	5740737	1	0	0
Stenotrophomonas	genus	4684682	1	0	0
Actinosynnema mirum	species	8248144	1	0	0
Mammalia	class	0	1	0	0
Brevundimonas	genus	3445263	1	0	0
Bradyrhizobiaceae	family	6674145	1	0	0
Streptomyces sampsonii	species	7070328	1	1	0
Nitrospira moscoviensis	species	4589485	1	1	0
Methanococcus aeolicus	species	1569500	1	0	0
Sulfolobus islandicus	species	2647110	1	0	0
Rothia mucilaginosa	species	2264603	1	0	0
Vibrio scophthalmi	species	9728927	1	1	0
Pseudomonas citronellolis	species	14631203	1	0	0
Pelagibacterales	order	1308759	1	0	0
Syntrophus aciditrophicus SB	leaf	3179300	1	1	0
Pseudothermotoga hypogea	species	4330581	1	0	0
Burkholderia vietnamiensis	species	7660783	1	1	0
Acinetobacter sp. ADP1	species	3598621	1	1	0
Halobacterium salinarum NRC-1	leaf	2571010	1	0	0
Xanthomonas oryzae pv. oryzae	leaf	49453627	1	1	0
Streptomyces pactum	species	8180260	1	1	0
Caulobacter henricii	species	3957288	1	1	0
Frateuria	genus	3603458	1	0	0
Pseudomonadales	order	5593102	1	0	0
Klebsiella pneumoniae subsp. pneumoniae	subspecies	76960750	1	0	0
Rhodanobacter	genus	0	1	0	0
Thiomonas intermedia K12	leaf	3462095	1	1	0
Fusobacterium nucleatum subsp. animalis	subspecies	4860157	1	0	0
Xanthobacter autotrophicus Py2	leaf	5625098	1	1	0
Rhizobiaceae	family	5682728	1	1	0
Obesumbacterium proteus	species	5011796	1	1	0
Aminobacter aminovorans	species	6890726	1	1	0
Clostridium aceticum	species	4207037	1	1	0
Microbacterium chocolatum	species	3168630	1	1	0
Streptomycetales	order	9449161	1	0	0
Geodermatophilaceae	family	5098918	1	0	0
Achromobacter xylosoxidans	species	6745103	1	0	0
Clostridium pasteurianum BC1	leaf	5044100	1	0	0
Gallionellaceae	family	3083063	1	0	0
Prochlorococcus marinus str. MIT 9215	leaf	1738790	1	0	0
Pandoraea norimbergensis	species	6167370	1	0	0
Pandoraea pnomenusa	species	5429298	1	0	0
Fervidobacterium pennivorans	species	2166381	1	1	0
Burkholderia cenocepacia	species	7744804	1	1	0
Streptococcus infantarius	species	2008249	1	1	0
Saccharothrix espanaensis	species	9360653	1	0	0
Ralstonia mannitolilytica	species	9915295	1	1	0
Actinomyces radicidentis	species	3051613	1	1	0
Pleurocapsa sp. PCC 7327	leaf	4986817	1	1	0
Pseudothermotoga thermarum	species	2039943	1	0	0
Pannonibacter phragmitetus	species	5669701	1	1	0
Bordetella trematum	species	4485537	1	1	0
Mycobacterium goodii	species	7105933	1	0	0
Xanthomonadales	order	8942501	1	0	0
Azospirillum sp. B510	leaf	7599738	1	1	0
Burkholderia ambifaria	species	11349840	1	0	0
Methanothermococcus okinawensis	species	1677455	1	0	0
Magnetococcus marinus MC-1	leaf	4719581	1	1	0
Corynebacterium imitans	species	2565321	1	1	0
Dechloromonas aromatica RCB	leaf	4501104	1	1	0
Thermococcus cleftensis	species	1950313	1	0	0
Streptomyces puniciscabiei	species	9698948	1	1	0
Mycobacterium sp. MCS	species	5920523	1	0	0
Mycobacterium sp. JLS	species	6048425	1	0	0
Desulfobacterium autotrophicum HRM2	leaf	5657782	1	1	0
Alkalilimnicola ehrlichii MLHE-1	leaf	3275944	1	1	0
Nitrospirales	order	2325020	1	0	0
Mycobacterium sp. KMS	species	6256079	1	0	0
Fusobacterium nucleatum subsp. nucleatum ATCC 25586	leaf	2174500	1	0	0
Caulobacter crescentus CB15	leaf	4016947	1	0	0
Rhodococcus aetherivorans	species	5922748	1	1	0
Rhodoferax ferrireducens	species	4969784	1	0	0
Chlorobium tepidum TLS	leaf	2154946	1	1	0
Synechococcus sp. PCC 6312	species	3720499	1	1	0
Thermococcus nautili	species	1976356	1	0	0
Corynebacterium efficiens YS-314	leaf	3219505	1	1	0
Azoarcus sp. CIB	species	5257030	1	1	0
Candidatus Pelagibacter ubique	species	1308759	1	0	0
Anoxybacillus gonensis	species	2803668	1	1	0
Dickeya dadantii 3937	leaf	4922802	1	0	0
Pseudomonas trivialis	species	6452803	1	0	0
Ruminiclostridium thermocellum ATCC 27405	leaf	3843301	1	0	0
Sulfurovum lithotrophicum	species	2217891	1	1	0
Enterobacter kobei	species	4927478	1	0	0
Clostridium tetani E88	leaf	2873333	1	1	0
Methanosarcina mazei S-6	leaf	4142816	1	0	0
Mycobacterium marinum M	leaf	6660144	1	0	0
Vibrio parahaemolyticus RIMD 2210633	leaf	5165770	1	0	0
Archaeoglobus fulgidus DSM 4304	leaf	2178400	1	0	0
Haemophilus somnus 2336	leaf	2263857	1	1	0
Dyella	genus	4831185	1	0	0
Squirrelpox virus	species	148803	1	1	0
Photorhabdus luminescens subsp. laumondii TTO1	leaf	5688987	1	1	0
Chromobacterium violaceum ATCC 12472	leaf	4751080	1	1	0
Ruegeria pomeroyi DSS-3	leaf	4601048	1	1	0
Thermococcus sp. AM4	species	2086428	1	0	0
Chroococcidiopsis thermalis PCC 7203	leaf	6689401	1	1	0
Fictibacillus arsenicus	species	4055461	1	1	0
Bordetella bronchiseptica RB50	leaf	5339179	1	0	0
Kangiella	genus	2852073	1	0	0
Kangiella koreensis	species	2852073	1	0	0
Mycoplasma synoviae 53	leaf	799476	1	0	0
Rubrobacter xylanophilus DSM 9941	leaf	3225748	1	0	0
Cupriavidus metallidurans CH34	leaf	6913352	1	0	0
